ID,Title,Gender,Province,WorkType,SalaryShown,MinSalary,MaxSalary,MainCategory,Industry,ExperienceYears,RelatedExperience,IsRemote,IsInternship,DisabilitySupport,CompanyProvince,CompanyCity,OwnershipType,CompanySize,ActivityType,CompanyIndustry,AvgSalary
252266,برنامه‌نویس ارشد NET Core.,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,22.5
252561,برنامه نویس  Full-Stack (PHP),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Pharmaceutical,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,Pharmaceutical,17.5
252600,برنامه نویسFull-Stack (PHP),تفاوتی ندارد,Alborz,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Marketing / Advertising,0,False,False,False,,Alborz,Karaj,,Less than 10 employees,,Marketing / Advertising,17.5
252761,برنامه نویس .NET,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,2,False,False,False,True,Tehran,Tehran,,201 - 500 employees,,Manufacturing & Production,17.5
252903,برنامه نویس وب,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Design / Arts,3,False,False,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Broadcast / Media / Publishing,Design / Arts,Marketing / Advertising",22.5
252917,مدیر آی تی - آقا,فقط آقا,Alborz,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Automotive,7,False,False,False,,Alborz,Nazarabad,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Automotive,22.5
253386,برنامه نویس ارشد ++C,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,30.0
253513,برنامه نویس وردپرس,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,True,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,17.5
253931,Full stack developer,تفاوتی ندارد,Fars,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,False,,Fars,Shiraz,,11 - 50 employees,,"IT / Software / Hardware,Engineering Services / Technical Services & Solutions",22.5
253934,برنامه نویس ارشد React,ترجیحاً آقا,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,30.0
253971,کارشناس برنامه نویسی   ASP.Net  core - آقا,فقط آقا,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,2,False,False,False,,Tehran,Chahardange,,501 - 1000 employees,,Manufacturing & Production,22.5
254250,برنامه نویس Full-Stack,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Property & Real Estate,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,Education / Research,17.5
254265,برنامه نویس Front-End,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Property & Real Estate,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,Education / Research,17.5
254402,برنامه نویس PHP Senior ( وب سایت وردپرسی) - آقا,فقط آقا,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,2,False,False,False,,Tehran,Shahriyar,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,Manufacturing & Production,17.5
254549,برنامه نویس ارشد WordPress,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Branch of non - Iranian company / Embassy,"Internet Provider / E-commerce / Online Services,Broadcast / Media / Publishing,Design / Arts",22.5
254564,طراح سایت,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Tehran,Tehran,,11 - 50 employees,,"Internet Provider / E-commerce / Online Services,IT / Software / Hardware",22.5
254572,برنامه نویس Back-End (Node.js),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,False,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,30.0
254599,برنامه نویس ارشد Back-End (Node.js),تفاوتی ندارد,Fars,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,True,False,False,,Fars,Shiraz,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Internet Provider / E-commerce / Online Services,IT / Software / Hardware",22.5
254601,مدیر فنی (CTO),تفاوتی ندارد,Fars,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,True,False,False,,Fars,Shiraz,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Internet Provider / E-commerce / Online Services,IT / Software / Hardware",30.0
254663,برنامه نویس  Full-Stack (PHP),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,2,False,True,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Healthcare / Medical Services",17.5
254873,Front End Developer (React.js),تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Consumer Goods / FMCG,3,False,False,False,,Tehran,Tehran,Privately held,1001 - 5000 employees,Iranian company dealing with Iranian and foreign customers,"Healthcare / Medical Services,Consumer Goods / FMCG,Pharmaceutical",22.5
255107,برنامه نویس Delphi,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,22.5
255144,Senior Front-End Developer,تفاوتی ندارد,Fars,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,True,False,,Fars,Shiraz,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services",22.5
255328,طراح سایت (Wordpress) - خانم,فقط خانم,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Trading / International Affairs,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,"Manufacturing & Production,Trading / International Affairs",17.5
255958,برنامه نویس موبایل,ترجیحاً خانم,Isfahan,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,,Isfahan,Isfahan,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
256065,برنامه نویس ++C,ترجیحاً آقا,Azarbayjan Sharghi,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Azarbayjan Sharghi,Tabriz,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Manufacturing & Production",9.0
256161,کارشناس نرم افزار و برنامه نویس,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Medical Devices,2,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Medical Devices,Education / Research,Engineering Services / Technical Services & Solutions",17.5
256197,توسعه‌دهنده Full-Stack,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,,Less than 10 employees,,IT / Software / Hardware,30.0
256413,برنامه نویس Full-Stack (PHP),تفاوتی ندارد,Ghom,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,False,,Ghom,Qom,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Retail / Shopping center / Store,Marketing / Advertising",17.5
257127,طراح سایت (Wordpress),تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Retail / Shopping center / Store,3,False,True,False,,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,Retail / Shopping center / Store,17.5
257262,Back-End Developer (Node.js),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,2,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,17.5
257289,کارآموز برنامه نویس C#,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,True,True,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,13.5
257481,کارشناس برنامه نویس,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Oil & Gas / Petrochemical,0,False,False,False,,Tehran,Tehran,Privately held,501 - 1000 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Oil & Gas / Petrochemical",30.0
257567,برنامه نویس موبایل,تفاوتی ندارد,Alborz,Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,True,False,True,Alborz,Karaj,,Less than 10 employees,,Internet Provider / E-commerce / Online Services,17.5
257612,Senior Front-End Developer,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,6,True,True,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Airline / Aviation,Engineering Services / Technical Services & Solutions",30.0
257913,برنامه نویس Python,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,22.5
258203,توسعه دهنده برنامه,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,4,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,Manufacturing & Production,30.0
258416,Front-End Developer - React.js,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Consumer Goods / FMCG,3,False,False,False,,Tehran,Tehran,Privately held,1001 - 5000 employees,Iranian company dealing with Iranian and foreign customers,"Healthcare / Medical Services,Consumer Goods / FMCG,Pharmaceutical",22.5
258634,منخصص سئو,تفاوتی ندارد,Mazandaran,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,1,False,False,False,,Mazandaran,Sari,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Internet Provider / E-commerce / Online Services,Technology and Innovation / VC / Accelerator,Education / Research",11.0
258717,Senior Android Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,22.5
258783,Senior Back-End Developer (Node.js),تفاوتی ندارد,Tehran,Project - based,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,True,True,False,True,Tehran,Tehran,,Less than 10 employees,,IT / Software / Hardware,40.0
258793,برنامه نویس PHP,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,22.5
258964,کارشناس برنامه نویسی .Full-Stack Net Core,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,2,False,False,False,,Tehran,Tehran,,11 - 50 employees,,"Finance / Investment,Engineering Services / Technical Services & Solutions,Construction / Building Materials & Equipment",22.5
259158,مهندس نرم افزار,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Medical Devices,0,False,False,False,,Tehran,Pardis,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Medical Devices,Manufacturing & Production",22.5
259284,کارآموز طراحی سایت (وردپرس),تفاوتی ندارد,Tehran,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,True,True,False,Tehran,Tehran,,11 - 50 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,11.0
259673,برنامه نویس Python,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,3,False,False,False,,Tehran,Tehran,,11 - 50 employees,Iranian company dealing only with Iranian entities,Manufacturing & Production,22.5
259700,برنامه نویس Python,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,3,False,False,False,,Tehran,Tehran,,11 - 50 employees,,"Manufacturing & Production,Trading / International Affairs",22.5
259829,Back-End Developer (.Net),تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services",22.5
260278,برنامه نویس WordPress,تفاوتی ندارد,Isfahan,Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,False,False,False,,Isfahan,Isfahan,,Less than 10 employees,,"Engineering Services / Technical Services & Solutions,Internet Provider / E-commerce / Online Services",17.5
260461,برنامه نویس Front-End,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
260775,کارآموز وردپرس,تفاوتی ندارد,Azarbayjan Gharbi,Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,False,True,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Broadcast / Media / Publishing",11.0
260830,کارشناس راهبری و پشتیبانی سامانه,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,17.5
260893,کارآموز طراحی سایت با وردپرس,تفاوتی ندارد,Khorasan Razavi,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,False,True,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Broadcast / Media / Publishing",11.0
261128,کارشناس توسعه نرم افزار,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,,51 - 200 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Banking",30.0
261234,(Angular) Front-End Developer,تفاوتی ندارد,Tehran,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,40.0
261315,Full-Stack Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,True,False,,Tehran,Tehran,,Less than 10 employees,,"IT / Software / Hardware,Technology and Innovation / VC / Accelerator,Finance / Investment",22.5
261340,Back-End Developer (.Net),ترجیحاً آقا,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,Internet Provider / E-commerce / Online Services,17.5
261418,طراح وب سایت,تفاوتی ندارد,Isfahan,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,False,False,True,Isfahan,Isfahan,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Technology and Innovation / VC / Accelerator",22.5
261456,برنامه نویس جاوا (Java),تفاوتی ندارد,Isfahan,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Isfahan,Isfahan,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services",22.5
261539,طراح سایت (Wordpress),تفاوتی ندارد,Gilan,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,1,False,False,False,,Gilan,Rasht,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services",11.0
261587,برنامه نویس Full-Stack,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Marketing / Advertising",30.0
261682,کارآموز طراحی سایت (وردپرس),تفاوتی ندارد,Markazi,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,True,True,,Tehran,Tehran,,11 - 50 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,11.0
261819,برنامه نویس ارشد WordPress,ترجیحاً آقا,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Business Services / Consulting,5,False,True,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Business Services / Consulting,Trading / International Affairs",22.5
261825,برنامه نویس ASP.Net,ترجیحاً خانم,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Automotive,1,False,False,False,,Tehran,Tehran,Governmental,51 - 200 employees,Iranian company dealing only with Iranian entities,Automotive,13.5
261836,Front End Developer (React.js),ترجیحاً آقا,Tehran,Full Time,True,45.0,60.0,توسعه نرم افزار و برنامه نویسی,Business Services / Consulting,5,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Business Services / Consulting,Trading / International Affairs",52.5
261897,برنامه‌نویس ترمینال بانکی (C#),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Banking,4,False,False,False,,Tehran,Tehran,Privately held,501 - 1000 employees,Iranian company dealing only with Iranian entities,Banking,30.0
261939,کارشناس بانک اطلاعاتی (SQL SERVER),تفاوتی ندارد,Khorasan Razavi,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Khorasan Razavi,Mashhad,,51 - 200 employees,,"IT / Software / Hardware,Design / Arts",11.0
261951,کارشناس برنامه نویسی,تفاوتی ندارد,Isfahan,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Isfahan,Isfahan,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,22.5
261966,کارشناس توسعه نرم افزار,ترجیحاً آقا,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"Manufacturing & Production,Engineering Services / Technical Services & Solutions",22.5
262098,برنامه نویس Front-End,تفاوتی ندارد,Gilan,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,False,Gilan,Rasht,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
262196,توسعه دهنده ANDROID - آقا,فقط آقا,Abroad,Project - based,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,True,False,,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,40.0
262243,توسعه دهنده Full-Stack,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,True,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Business Services / Consulting",30.0
262289,برنامه نویس ارشد Flutter,تفاوتی ندارد,Tehran,Project - based,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,True,False,True,Tehran,Tehran,,Less than 10 employees,,IT / Software / Hardware,40.0
262319,برنامه نویس PHP - آقا,فقط آقا,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Education / Research,IT / Software / Hardware",22.5
262321,کارشناس پایگاه داده (SQL Server),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,True,False,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Education / Research,IT / Software / Hardware",30.0
262372,کدنویس توسعه نرم افزار - آقا,فقط آقا,Sistan & Baluchestan,Full Time Or Part Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Education / Research,2,True,False,False,,Tehran,Tehran,,201 - 500 employees,,Education / Research,22.5
262374,کارآموز وردپرس,تفاوتی ندارد,Yazd,Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,True,True,,Tehran,Tehran,,11 - 50 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,11.0
262445,(Back-end Developer  (Microsoft Dynamics CRM,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Trading / International Affairs,3,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,"Trading / International Affairs,Engineering Services / Technical Services & Solutions",22.5
262788,برنامه نویس Full-Stack,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,True,False,,Tehran,Tehran,,Less than 10 employees,,"IT / Software / Hardware,Manufacturing & Production",17.5
263116,Senior Front-End Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,22.5
263179,برنامه‌نویس Front-End (ٰVue),تفاوتی ندارد,Gilan,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,True,False,,Gilan,Rasht,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,13.5
263604,طراح سایت (Wordpress),تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Travel / Hotel / Tourism,3,False,False,False,False,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Law and Legal,Travel / Hotel / Tourism",17.5
263739,برنامه نویس ارشد Python,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,True,False,False,,Tehran,Tehran,,51 - 200 employees,,IT / Software / Hardware,30.0
263784,برنامه نویس NET.,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Consumer Goods / FMCG,0,False,False,False,,Tehran,Tehran,Privately held,1001 - 5000 employees,Iranian company dealing only with Iranian entities,"Consumer Goods / FMCG,Pharmaceutical,Retail / Shopping center / Store",17.5
263856,Front-End Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,1,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,Finance / Investment,22.5
263859,تحلیلگر نرم افزار,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"Finance / Investment,IT / Software / Hardware,Internet Provider / E-commerce / Online Services",22.5
263931,Senior Back-End Developer,تفاوتی ندارد,Tehran,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Branch of non - Iranian company / Embassy,IT / Software / Hardware,40.0
264181,توسعه دهنده Back-End Django,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,True,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,17.5
264197,مدیر ارشد فنی (CTO),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,30.0
264241,برنامه نویس فرانت اند vue.js,تفاوتی ندارد,Khorasan Razavi,Project - based,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,True,Khorasan Razavi,Mashhad,Non - profit / NGO / Charity,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Design / Arts",11.0
